participant_id,player_alive,group_avg_contribution,player_contribution,round_number,gender,age,treatment
63,0,5.36,0,2,#N/A,#N/A,PGG100
64,1,5.36,0,2,M,35,PGG100
65,1,5.36,10,2,F,29,PGG100
66,1,5.36,0,2,M,23,PGG100
67,1,5.36,6,2,F,24,PGG100
68,1,5.36,8,2,M,25,PGG100
69,1,5.36,2,2,M,22,PGG100
70,1,5.36,6,2,F,22,PGG100
71,1,5.36,6,2,F,32,PGG100
72,1,5.36,6,2,M,34,PGG100
73,1,5.36,0,2,M,25,PGG100
74,1,5.36,4,2,F,24,PGG100
75,1,5.36,6,2,F,30,PGG100
76,1,5.36,6,2,F,28,PGG100
77,1,5.36,10,2,F,42,PGG100
78,1,5.36,6,2,F,22,PGG100
79,1,5.36,6,2,F,25,PGG100
80,1,5.36,6,2,F,25,PGG100
81,1,5.36,2,2,F,43,PGG100
82,1,5.36,4,2,F,22,PGG100
83,1,5.36,4,2,F,31,PGG100
84,1,5.36,6,2,F,27,PGG100
85,1,5.36,6,2,F,20,PGG100
86,1,5.36,6,2,F,25,PGG100
87,1,5.36,4,2,M,22,PGG100
88,1,5.36,6,2,M,32,PGG100
89,1,5.36,6,2,M,32,PGG100
90,1,5.36,6,2,M,22,PGG100
91,1,5.36,8,2,M,23,PGG100
92,1,5.36,4,2,M,29,PGG100
93,1,5.36,0,2,F,22,PGG100
94,1,5.36,0,2,M,24,PGG100
95,0,5.36,0,2,#N/A,#N/A,PGG100
96,1,5.36,10,2,M,35,PGG100
97,1,5.36,6,2,F,22,PGG100
98,1,5.36,0,2,M,31,PGG100
99,0,5.36,0,2,#N/A,#N/A,PGG100
100,1,5.36,8,2,M,33,PGG100
,,,,,,,
1,1,5.34,6,3,F,32,PGG100
2,1,5.34,8,3,M,19,PGG100
3,1,5.34,6,3,M,32,PGG100
4,1,5.34,6,3,M,20,PGG100
5,1,5.34,6,3,#N/A,#N/A,PGG100
6,1,5.34,0,3,M,21,PGG100
7,1,5.34,8,3,#N/A,#N/A,PGG100
8,1,5.34,10,3,M,31,PGG100
9,1,5.34,6,3,M,26,PGG100
10,1,5.34,6,3,F,43,PGG100
11,1,5.34,6,3,F,26,PGG100
12,0,5.34,0,3,#N/A,#N/A,PGG100
13,1,5.34,0,3,M,20,PGG100
14,1,5.34,6,3,F,41,PGG100
15,1,5.34,10,3,M,24,PGG100
16,1,5.34,4,3,F,25,PGG100
17,1,5.34,4,3,F,32,PGG100
18,1,5.34,6,3,F,30,PGG100
19,1,5.34,6,3,M,42,PGG100
20,1,5.34,8,3,F,36,PGG100
21,1,5.34,4,3,F,21,PGG100
22,1,5.34,0,3,M,23,PGG100
23,1,5.34,10,3,M,24,PGG100
24,1,5.34,8,3,F,27,PGG100
25,1,5.34,6,3,F,37,PGG100
26,1,5.34,0,3,F,27,PGG100
27,1,5.34,4,3,F,27,PGG100
28,1,5.34,2,3,F,27,PGG100
29,1,5.34,6,3,F,20,PGG100
30,1,5.34,6,3,F,21,PGG100
31,1,5.34,0,3,M,44,PGG100
32,1,5.34,4,3,M,21,PGG100
33,0,5.34,0,3,#N/A,#N/A,PGG100
34,1,5.34,6,3,M,29,PGG100
35,1,5.34,8,3,F,27,PGG100
36,1,5.34,10,3,F,31,PGG100
37,1,5.34,8,3,F,26,PGG100
38,1,5.34,6,3,M,20,PGG100
39,1,5.34,4,3,F,22,PGG100
40,1,5.34,6,3,F,21,PGG100
41,1,5.34,10,3,M,31,PGG100
42,1,5.34,0,3,#N/A,#N/A,PGG100
43,0,5.34,0,3,#N/A,#N/A,PGG100
44,1,5.34,6,3,F,23,PGG100
45,1,5.34,8,3,M,22,PGG100
46,0,5.34,0,3,#N/A,#N/A,PGG100
47,1,5.34,8,3,M,41,PGG100
48,1,5.34,6,3,F,20,PGG100
49,1,5.34,2,3,F,52,PGG100
50,1,5.34,6,3,M,22,PGG100
51,1,5.34,8,3,M,27,PGG100
52,1,5.34,9,3,F,26,PGG100
53,1,5.34,6,3,F,26,PGG100
54,1,5.34,0,3,M,37,PGG100
55,0,5.34,0,3,#N/A,#N/A,PGG100
56,1,5.34,8,3,F,28,PGG100
57,1,5.34,10,3,M,38,PGG100
58,1,5.34,6,3,F,26,PGG100
59,1,5.34,6,3,#N/A,#N/A,PGG100
60,1,5.34,0,3,M,22,PGG100
61,1,5.34,2,3,F,42,PGG100
62,1,5.34,4,3,F,23,PGG100
63,0,5.34,0,3,#N/A,#N/A,PGG100
64,1,5.34,0,3,M,35,PGG100
65,1,5.34,10,3,F,29,PGG100
66,1,5.34,0,3,M,23,PGG100
67,1,5.34,4,3,F,24,PGG100
68,1,5.34,4,3,M,25,PGG100
69,1,5.34,2,3,M,22,PGG100
70,1,5.34,8,3,F,22,PGG100
71,1,5.34,6,3,F,32,PGG100
72,1,5.34,8,3,M,34,PGG100
73,1,5.34,10,3,M,25,PGG100
74,1,5.34,6,3,F,24,PGG100
75,1,5.34,2,3,F,30,PGG100
76,1,5.34,6,3,F,28,PGG100
77,1,5.34,10,3,F,42,PGG100
78,1,5.34,4,3,F,22,PGG100
79,1,5.34,6,3,F,25,PGG100
80,1,5.34,8,3,F,25,PGG100
81,1,5.34,2,3,F,43,PGG100
82,1,5.34,4,3,F,22,PGG100
83,1,5.34,6,3,F,31,PGG100
84,1,5.34,8,3,F,27,PGG100
85,1,5.34,8,3,F,20,PGG100
86,1,5.34,4,3,F,25,PGG100
87,1,5.34,2,3,M,22,PGG100
88,1,5.34,6,3,M,32,PGG100
89,1,5.34,4,3,M,32,PGG100
90,1,5.34,8,3,M,22,PGG100
91,1,5.34,0,3,M,23,PGG100
92,1,5.34,8,3,M,29,PGG100
93,1,5.34,2,3,F,22,PGG100
94,1,5.34,0,3,M,24,PGG100
95,0,5.34,0,3,#N/A,#N/A,PGG100
96,1,5.34,6,3,M,35,PGG100
97,1,5.34,4,3,F,22,PGG100
98,1,5.34,0,3,M,31,PGG100
99,0,5.34,0,3,#N/A,#N/A,PGG100
100,1,5.34,10,3,M,33,PGG100
,,,,,,,
1,1,5.05,4,4,F,32,PGG100
2,1,5.05,8,4,M,19,PGG100
3,1,5.05,6,4,M,32,PGG100
4,1,5.05,4,4,M,20,PGG100
5,1,5.05,5,4,#N/A,#N/A,PGG100
6,1,5.05,0,4,M,21,PGG100
7,1,5.05,7,4,#N/A,#N/A,PGG100
8,1,5.05,10,4,M,31,PGG100
9,1,5.05,6,4,M,26,PGG100
10,1,5.05,6,4,F,43,PGG100
11,1,5.05,4,4,F,26,PGG100
12,0,5.05,0,4,#N/A,#N/A,PGG100
13,1,5.05,0,4,M,20,PGG100
14,1,5.05,6,4,F,41,PGG100
15,1,5.05,10,4,M,24,PGG100
16,1,5.05,4,4,F,25,PGG100
17,1,5.05,4,4,F,32,PGG100
18,1,5.05,8,4,F,30,PGG100
19,1,5.05,4,4,M,42,PGG100
20,1,5.05,6,4,F,36,PGG100
21,1,5.05,6,4,F,21,PGG100
22,1,5.05,0,4,M,23,PGG100
23,1,5.05,10,4,M,24,PGG100
24,1,5.05,6,4,F,27,PGG100
25,1,5.05,10,4,F,37,PGG100
26,1,5.05,0,4,F,27,PGG100
27,1,5.05,6,4,F,27,PGG100
28,1,5.05,0,4,F,27,PGG100
29,1,5.05,10,4,F,20,PGG100
30,1,5.05,4,4,F,21,PGG100
31,1,5.05,2,4,M,44,PGG100
32,1,5.05,4,4,M,21,PGG100
33,0,5.05,0,4,#N/A,#N/A,PGG100
34,1,5.05,8,4,M,29,PGG100
35,1,5.05,10,4,F,27,PGG100
36,1,5.05,10,4,F,31,PGG100
37,1,5.05,6,4,F,26,PGG100
38,1,5.05,0,4,M,20,PGG100
39,1,5.05,4,4,F,22,PGG100
40,1,5.05,6,4,F,21,PGG100
41,1,5.05,8,4,M,31,PGG100
42,1,5.05,6,4,#N/A,#N/A,PGG100
43,0,5.05,0,4,#N/A,#N/A,PGG100
44,1,5.05,6,4,F,23,PGG100
45,1,5.05,6,4,M,22,PGG100
46,0,5.05,0,4,#N/A,#N/A,PGG100
47,1,5.05,0,4,M,41,PGG100
48,1,5.05,8,4,F,20,PGG100
49,1,5.05,2,4,F,52,PGG100
50,1,5.05,4,4,M,22,PGG100
51,1,5.05,2,4,M,27,PGG100
52,1,5.05,6,4,F,26,PGG100
53,1,5.05,6,4,F,26,PGG100
54,1,5.05,2,4,M,37,PGG100
55,0,5.05,0,4,#N/A,#N/A,PGG100
56,1,5.05,8,4,F,28,PGG100
57,1,5.05,10,4,M,38,PGG100
58,1,5.05,6,4,F,26,PGG100
59,1,5.05,4,4,#N/A,#N/A,PGG100
60,1,5.05,0,4,M,22,PGG100
61,1,5.05,2,4,F,42,PGG100
62,1,5.05,6,4,F,23,PGG100
63,0,5.05,0,4,#N/A,#N/A,PGG100
64,1,5.05,0,4,M,35,PGG100
65,1,5.05,8,4,F,29,PGG100
66,1,5.05,0,4,M,23,PGG100
67,1,5.05,4,4,F,24,PGG100
68,1,5.05,4,4,M,25,PGG100
69,1,5.05,10,4,M,22,PGG100
70,1,5.05,0,4,F,22,PGG100
71,1,5.05,8,4,F,32,PGG100
72,1,5.05,6,4,M,34,PGG100
73,1,5.05,4,4,M,25,PGG100
74,1,5.05,6,4,F,24,PGG100
75,1,5.05,6,4,F,30,PGG100
76,1,5.05,6,4,F,28,PGG100
77,1,5.05,10,4,F,42,PGG100
78,1,5.05,8,4,F,22,PGG100
79,1,5.05,8,4,F,25,PGG100
80,1,5.05,6,4,F,25,PGG100
81,1,5.05,2,4,F,43,PGG100
82,1,5.05,6,4,F,22,PGG100
83,1,5.05,0,4,F,31,PGG100
84,1,5.05,7,4,F,27,PGG100
85,1,5.05,8,4,F,20,PGG100
86,1,5.05,4,4,F,25,PGG100
87,1,5.05,2,4,M,22,PGG100
88,1,5.05,4,4,M,32,PGG100
89,1,5.05,4,4,M,32,PGG100
90,1,5.05,6,4,M,22,PGG100
91,1,5.05,0,4,M,23,PGG100
92,1,5.05,4,4,M,29,PGG100
93,1,5.05,4,4,F,22,PGG100
94,1,5.05,6,4,M,24,PGG100
95,0,5.05,0,4,#N/A,#N/A,PGG100
96,1,5.05,8,4,M,35,PGG100
97,1,5.05,6,4,F,22,PGG100
98,1,5.05,0,4,M,31,PGG100
99,0,5.05,0,4,#N/A,#N/A,PGG100
100,1,5.05,4,4,M,33,PGG100
,,,,,,,
1,1,4.91,6,5,F,32,PGG100
2,1,4.91,4,5,M,19,PGG100
3,1,4.91,4,5,M,32,PGG100
4,1,4.91,6,5,M,20,PGG100
5,0,4.91,6,5,#N/A,#N/A,PGG100
6,1,4.91,0,5,M,21,PGG100
7,0,4.91,6,5,#N/A,#N/A,PGG100
8,1,4.91,10,5,M,31,PGG100
9,1,4.91,2,5,M,26,PGG100
10,1,4.91,6,5,F,43,PGG100
11,1,4.91,6,5,F,26,PGG100
12,0,4.91,0,5,#N/A,#N/A,PGG100
13,1,4.91,0,5,M,20,PGG100
14,1,4.91,6,5,F,41,PGG100
15,1,4.91,10,5,M,24,PGG100
16,1,4.91,6,5,F,25,PGG100
17,1,4.91,4,5,F,32,PGG100
18,1,4.91,0,5,F,30,PGG100
19,1,4.91,6,5,M,42,PGG100
20,1,4.91,6,5,F,36,PGG100
21,1,4.91,2,5,F,21,PGG100
22,1,4.91,0,5,M,23,PGG100
23,1,4.91,10,5,M,24,PGG100
24,1,4.91,8,5,F,27,PGG100
25,1,4.91,10,5,F,37,PGG100
26,1,4.91,0,5,F,27,PGG100
27,1,4.91,4,5,F,27,PGG100
28,1,4.91,2,5,F,27,PGG100
29,1,4.91,8,5,F,20,PGG100
30,1,4.91,6,5,F,21,PGG100
31,1,4.91,0,5,M,44,PGG100
32,1,4.91,4,5,M,21,PGG100
33,0,4.91,0,5,#N/A,#N/A,PGG100
34,1,4.91,2,5,M,29,PGG100
35,1,4.91,8,5,F,27,PGG100
36,1,4.91,10,5,F,31,PGG100
37,1,4.91,6,5,F,26,PGG100
38,1,4.91,0,5,M,20,PGG100
39,1,4.91,2,5,F,22,PGG100
40,1,4.91,4,5,F,21,PGG100
41,1,4.91,10,5,M,31,PGG100
42,1,4.91,6,5,#N/A,#N/A,PGG100
43,0,4.91,0,5,#N/A,#N/A,PGG100
44,1,4.91,4,5,F,23,PGG100
45,1,4.91,6,5,M,22,PGG100
46,0,4.91,0,5,#N/A,#N/A,PGG100
47,1,4.91,2,5,M,41,PGG100
48,1,4.91,8,5,F,20,PGG100
49,1,4.91,2,5,F,52,PGG100
50,1,4.91,2,5,M,22,PGG100
51,1,4.91,2,5,M,27,PGG100
52,1,4.91,6,5,F,26,PGG100
53,1,4.91,10,5,F,26,PGG100
54,1,4.91,2,5,M,37,PGG100
55,0,4.91,0,5,#N/A,#N/A,PGG100
56,1,4.91,6,5,F,28,PGG100
57,1,4.91,10,5,M,38,PGG100
58,1,4.91,6,5,F,26,PGG100
59,1,4.91,6,5,#N/A,#N/A,PGG100
60,1,4.91,0,5,M,22,PGG100
61,1,4.91,2,5,F,42,PGG100
62,1,4.91,4,5,F,23,PGG100
63,0,4.91,0,5,#N/A,#N/A,PGG100
64,1,4.91,0,5,M,35,PGG100
65,1,4.91,10,5,F,29,PGG100
66,1,4.91,0,5,M,23,PGG100
67,1,4.91,4,5,F,24,PGG100
68,1,4.91,4,5,M,25,PGG100
69,1,4.91,4,5,M,22,PGG100
70,1,4.91,6,5,F,22,PGG100
71,1,4.91,6,5,F,32,PGG100
72,1,4.91,8,5,M,34,PGG100
73,1,4.91,4,5,M,25,PGG100
74,1,4.91,4,5,F,24,PGG100
75,1,4.91,8,5,F,30,PGG100
76,1,4.91,6,5,F,28,PGG100
77,1,4.91,10,5,F,42,PGG100
78,1,4.91,4,5,F,22,PGG100
79,1,4.91,6,5,F,25,PGG100
80,1,4.91,6,5,F,25,PGG100
81,1,4.91,2,5,F,43,PGG100
82,1,4.91,6,5,F,22,PGG100
83,1,4.91,0,5,F,31,PGG100
84,1,4.91,6,5,F,27,PGG100
85,1,4.91,6,5,F,20,PGG100
86,1,4.91,6,5,F,25,PGG100
87,1,4.91,6,5,M,22,PGG100
88,1,4.91,4,5,M,32,PGG100
89,1,4.91,4,5,M,32,PGG100
90,1,4.91,6,5,M,22,PGG100
91,1,4.91,6,5,M,23,PGG100
92,1,4.91,10,5,M,29,PGG100
93,1,4.91,4,5,F,22,PGG100
94,1,4.91,6,5,M,24,PGG100
95,0,4.91,0,5,#N/A,#N/A,PGG100
96,1,4.91,6,5,M,35,PGG100
97,1,4.91,6,5,F,22,PGG100
98,1,4.91,0,5,M,31,PGG100
99,0,4.91,0,5,#N/A,#N/A,PGG100
100,1,4.91,6,5,M,33,PGG100
,,,,,,,
1,1,4.71,4,6,F,32,PGG100
2,1,4.71,6,6,M,19,PGG100
3,1,4.71,4,6,M,32,PGG100
4,1,4.71,6,6,M,20,PGG100
5,0,4.71,0,6,#N/A,#N/A,PGG100
6,1,4.71,0,6,M,21,PGG100
7,0,4.71,0,6,#N/A,#N/A,PGG100
8,1,4.71,10,6,M,31,PGG100
9,1,4.71,2,6,M,26,PGG100
10,1,4.71,4,6,F,43,PGG100
11,1,4.71,4,6,F,26,PGG100
12,0,4.71,0,6,#N/A,#N/A,PGG100
13,1,4.71,0,6,M,20,PGG100
14,1,4.71,6,6,F,41,PGG100
15,1,4.71,10,6,M,24,PGG100
16,1,4.71,6,6,F,25,PGG100
17,1,4.71,4,6,F,32,PGG100
18,1,4.71,6,6,F,30,PGG100
19,1,4.71,4,6,M,42,PGG100
20,1,4.71,8,6,F,36,PGG100
21,1,4.71,4,6,F,21,PGG100
22,1,4.71,0,6,M,23,PGG100
23,1,4.71,10,6,M,24,PGG100
24,1,4.71,4,6,F,27,PGG100
25,1,4.71,8,6,F,37,PGG100
26,1,4.71,0,6,F,27,PGG100
27,1,4.71,4,6,F,27,PGG100
28,1,4.71,4,6,F,27,PGG100
29,1,4.71,4,6,F,20,PGG100
30,1,4.71,4,6,F,21,PGG100
31,1,4.71,0,6,M,44,PGG100
32,1,4.71,2,6,M,21,PGG100
33,0,4.71,0,6,#N/A,#N/A,PGG100
34,1,4.71,2,6,M,29,PGG100
35,1,4.71,8,6,F,27,PGG100
36,1,4.71,10,6,F,31,PGG100
37,1,4.71,6,6,F,26,PGG100
38,1,4.71,0,6,M,20,PGG100
39,1,4.71,2,6,F,22,PGG100
40,1,4.71,4,6,F,21,PGG100
41,1,4.71,6,6,M,31,PGG100
42,1,4.71,6,6,#N/A,#N/A,PGG100
43,0,4.71,0,6,#N/A,#N/A,PGG100
44,1,4.71,4,6,F,23,PGG100
45,1,4.71,8,6,M,22,PGG100
46,0,4.71,0,6,#N/A,#N/A,PGG100
47,1,4.71,4,6,M,41,PGG100
48,1,4.71,6,6,F,20,PGG100
49,1,4.71,2,6,F,52,PGG100
50,1,4.71,4,6,M,22,PGG100
51,1,4.71,6,6,M,27,PGG100
52,1,4.71,6,6,F,26,PGG100
53,1,4.71,4,6,F,26,PGG100
54,1,4.71,0,6,M,37,PGG100
55,0,4.71,0,6,#N/A,#N/A,PGG100
56,1,4.71,6,6,F,28,PGG100
57,1,4.71,10,6,M,38,PGG100
58,1,4.71,4,6,F,26,PGG100
59,1,4.71,4,6,#N/A,#N/A,PGG100
60,1,4.71,0,6,M,22,PGG100
61,1,4.71,2,6,F,42,PGG100
62,1,4.71,8,6,F,23,PGG100
63,0,4.71,0,6,#N/A,#N/A,PGG100
64,1,4.71,0,6,M,35,PGG100
65,1,4.71,9,6,F,29,PGG100
66,1,4.71,0,6,M,23,PGG100
67,1,4.71,4,6,F,24,PGG100
68,1,4.71,6,6,M,25,PGG100
69,1,4.71,0,6,M,22,PGG100
70,1,4.71,6,6,F,22,PGG100
71,1,4.71,7,6,F,32,PGG100
72,1,4.71,6,6,M,34,PGG100
73,1,4.71,4,6,M,25,PGG100
74,1,4.71,6,6,F,24,PGG100
75,1,4.71,4,6,F,30,PGG100
76,1,4.71,6,6,F,28,PGG100
77,1,4.71,10,6,F,42,PGG100
78,1,4.71,6,6,F,22,PGG100
79,1,4.71,8,6,F,25,PGG100
80,1,4.71,4,6,F,25,PGG100
81,1,4.71,0,6,F,43,PGG100
82,1,4.71,4,6,F,22,PGG100
83,1,4.71,2,6,F,31,PGG100
84,1,4.71,8,6,F,27,PGG100
85,1,4.71,8,6,F,20,PGG100
86,1,4.71,4,6,F,25,PGG100
87,1,4.71,2,6,M,22,PGG100
88,1,4.71,4,6,M,32,PGG100
89,1,4.71,4,6,M,32,PGG100
90,1,4.71,6,6,M,22,PGG100
91,1,4.71,10,6,M,23,PGG100
92,1,4.71,4,6,M,29,PGG100
93,1,4.71,6,6,F,22,PGG100
94,1,4.71,10,6,M,24,PGG100
95,0,4.71,0,6,#N/A,#N/A,PGG100
96,1,4.71,4,6,M,35,PGG100
97,1,4.71,4,6,F,22,PGG100
98,1,4.71,0,6,M,31,PGG100
99,0,4.71,0,6,#N/A,#N/A,PGG100
100,1,4.71,8,6,M,33,PGG100
,,,,,,,
1,1,4.67,4,7,F,32,PGG100
2,1,4.67,10,7,M,19,PGG100
3,1,4.67,4,7,M,32,PGG100
4,1,4.67,6,7,M,20,PGG100
5,0,4.67,0,7,#N/A,#N/A,PGG100
6,1,4.67,0,7,M,21,PGG100
7,0,4.67,0,7,#N/A,#N/A,PGG100
8,1,4.67,10,7,M,31,PGG100
9,1,4.67,1,7,M,26,PGG100
10,1,4.67,4,7,F,43,PGG100
11,1,4.67,4,7,F,26,PGG100
12,0,4.67,0,7,#N/A,#N/A,PGG100
13,1,4.67,0,7,M,20,PGG100
14,1,4.67,4,7,F,41,PGG100
15,1,4.67,10,7,M,24,PGG100
16,1,4.67,4,7,F,25,PGG100
17,1,4.67,4,7,F,32,PGG100
18,1,4.67,6,7,F,30,PGG100
19,1,4.67,4,7,M,42,PGG100
20,1,4.67,4,7,F,36,PGG100
21,1,4.67,4,7,F,21,PGG100
22,1,4.67,0,7,M,23,PGG100
23,1,4.67,10,7,M,24,PGG100
24,1,4.67,8,7,F,27,PGG100
25,1,4.67,10,7,F,37,PGG100
26,1,4.67,0,7,F,27,PGG100
27,1,4.67,4,7,F,27,PGG100
28,1,4.67,4,7,F,27,PGG100
29,1,4.67,2,7,F,20,PGG100
30,1,4.67,2,7,F,21,PGG100
31,1,4.67,0,7,M,44,PGG100
32,1,4.67,2,7,M,21,PGG100
33,0,4.67,0,7,#N/A,#N/A,PGG100
34,1,4.67,0,7,M,29,PGG100
35,1,4.67,6,7,F,27,PGG100
36,1,4.67,10,7,F,31,PGG100
37,1,4.67,6,7,F,26,PGG100
38,1,4.67,0,7,M,20,PGG100
39,1,4.67,3,7,F,22,PGG100
